from,to,weight
4707821312,4707822656,-10.0
4707821312,4707822560,-10.0
4707821312,4707822848,-10.0
4707821312,4707822752,-10.0
4707821312,4707823040,-10.0
4707821312,4707822944,-10.0
4707821312,4707823232,-10.0
4707821312,4707840784,-10.0
4707821312,4707823328,-10.0
4707821312,4707823472,-10.0
4707821312,4707823376,-10.0
4707821312,4707840112,-10.0
4707821312,4707823568,-10.0
4707821312,4707840304,-10.0
4707821312,4707840208,-10.0
4707821312,4707840496,-10.0
4707821312,4707840400,-10.0
4707821312,4707840688,-10.0
4707821312,4707840880,-10.0
4707821312,4707841024,-10.0
4707821312,4707841216,-10.0
4707821312,4707841120,-10.0
4707821312,4707841408,-10.0
4707821312,4707841312,-10.0
4707821312,4707841600,-10.0
4707821312,4707841504,-10.0
4707821312,4707841792,-10.0
4707821312,4707841696,-10.0
4707821312,4707841984,-10.0
4707821312,4707843904,-10.0
4707821312,4707842080,-10.0
4707821312,4707842224,-10.0
4707821312,4707842128,-10.0
4707821312,4707842416,-10.0
4707821312,4707842320,-10.0
4707821312,4707842608,-10.0
4707821312,4707842512,-10.0
4707821312,4707842800,-10.0
4707821312,4707842704,-10.0
4707821312,4707842992,-10.0
4707821312,4707856448,-10.0
4707821312,4707843088,-10.0
4707821312,4707843232,-10.0
4707821312,4707843136,-10.0
4707821312,4707843424,-10.0
4707821312,4707843328,-10.0
4707821312,4707843616,-10.0
4707821312,4707843520,-10.0
4707821312,4707843808,-10.0
4707821312,4707843712,-10.0
4707821312,4707844000,-10.0
4707821312,4707856544,-10.0
4707821312,4707801504,-10.0
4707821312,4707801696,-10.0
4707821312,4707801600,-10.0
4707821312,4707801888,-10.0
4707821312,4707801792,-10.0
4707821312,4707802080,-10.0
4707821312,4707801984,-10.0
4707821312,4707802272,-10.0
4707821312,4707802176,-10.0
4707821312,4707802464,-10.0
4707821312,4707820832,-10.0
4707821312,4707802560,-10.0
4707821312,4707802704,-10.0
4707821312,4707802608,-10.0
4707821312,4707802896,-10.0
4707821312,4707802800,-10.0
4707821312,4707803088,-10.0
4707821312,4707802992,-10.0
4707821312,4707819728,-10.0
4707821312,4707819632,-10.0
4707821312,4707819920,-10.0
4707821312,4707820016,-10.0
4707821312,4707819824,-10.0
4707821312,4707820160,-10.0
4707821312,4707820064,-10.0
4707821312,4707820352,-10.0
4707821312,4707820256,-10.0
4707821312,4707820544,-10.0
4707821312,4707820448,-10.0
4707821312,4707820736,-10.0
4707821312,4707820640,-10.0
4707821312,4707820928,-10.0
4707821312,4707821120,-10.0
4707840784,4707821264,-10.0
4707840784,4707821456,-10.0
4707840784,4707821360,-10.0
4707840784,4707821648,-10.0
4707840784,4707821552,-10.0
4707840784,4707821840,-10.0
4707840784,4707821744,-10.0
4707840784,4707822032,-10.0
4707840784,4707821936,-10.0
4707840784,4707822224,-10.0
4707840784,4707821312,-10.0
4707840784,4707823328,-10.0
4707840784,4707823472,-10.0
4707840784,4707823376,-10.0
4707840784,4707840112,-10.0
4707840784,4707823568,-10.0
4707840784,4707840304,-10.0
4707840784,4707840208,-10.0
4707840784,4707840496,-10.0
4707840784,4707840400,-10.0
4707840784,4707840688,-10.0
4707840784,4707840880,-10.0
4707840784,4707841024,-10.0
4707840784,4707841216,-10.0
4707840784,4707841120,-10.0
4707840784,4707841408,-10.0
4707840784,4707841312,-10.0
4707840784,4707841600,-10.0
4707840784,4707841504,-10.0
4707840784,4707841792,-10.0
4707840784,4707841696,-10.0
4707840784,4707841984,-10.0
4707840784,4707843904,-10.0
4707840784,4707842080,-10.0
4707840784,4707842224,-10.0
4707840784,4707842128,-10.0
4707840784,4707842416,-10.0
4707840784,4707842320,-10.0
4707840784,4707842608,-10.0
4707840784,4707842512,-10.0
4707840784,4707842800,-10.0
4707840784,4707842704,-10.0
4707840784,4707842992,-10.0
4707840784,4707856448,-10.0
4707840784,4707843088,-10.0
4707840784,4707843232,-10.0
4707840784,4707843136,-10.0
4707840784,4707843424,-10.0
4707840784,4707843328,-10.0
4707840784,4707843616,-10.0
4707840784,4707843520,-10.0
4707840784,4707843808,-10.0
4707840784,4707843712,-10.0
4707840784,4707844000,-10.0
4707840784,4707856544,-10.0
4707840784,4707801504,-10.0
4707840784,4707801696,-10.0
4707840784,4707801600,-10.0
4707840784,4707801888,-10.0
4707840784,4707801792,-10.0
4707840784,4707802080,-10.0
4707840784,4707801984,-10.0
4707840784,4707802272,-10.0
4707840784,4707802176,-10.0
4707840784,4707802464,-10.0
4707840784,4707820832,-10.0
4707840784,4707802560,-10.0
4707840784,4707802704,-10.0
4707840784,4707802608,-10.0
4707840784,4707802896,-10.0
4707840784,4707802800,-10.0
4707840784,4707803088,-10.0
4707840784,4707802992,-10.0
4707840784,4707819728,-10.0
4707840784,4707819632,-10.0
4707840784,4707819920,-10.0
4707840784,4707820016,-10.0
4707840784,4707819824,-10.0
4707840784,4707820160,-10.0
4707840784,4707820064,-10.0
4707840784,4707820352,-10.0
4707840784,4707820256,-10.0
4707840784,4707820544,-10.0
4707840784,4707820448,-10.0
4707840784,4707820736,-10.0
4707840784,4707820640,-10.0
4707840784,4707820928,-10.0
4707840784,4707821120,-10.0
4707840880,4707821264,-10.0
4707840880,4707821456,-10.0
4707840880,4707821360,-10.0
4707840880,4707821648,-10.0
4707840880,4707821552,-10.0
4707840880,4707821840,-10.0
4707840880,4707821744,-10.0
4707840880,4707822032,-10.0
4707840880,4707821936,-10.0
4707840880,4707822224,-10.0
4707840880,4707821312,-10.0
4707840880,4707822320,-10.0
4707840880,4707822464,-10.0
4707840880,4707822368,-10.0
4707840880,4707822656,-10.0
4707840880,4707822560,-10.0
4707840880,4707822848,-10.0
4707840880,4707822752,-10.0
4707840880,4707823040,-10.0
4707840880,4707822944,-10.0
4707840880,4707823232,-10.0
4707840880,4707840784,-10.0
4707840880,4707841024,-10.0
4707840880,4707841216,-10.0
4707840880,4707841120,-10.0
4707840880,4707841408,-10.0
4707840880,4707841312,-10.0
4707840880,4707841600,-10.0
4707840880,4707841504,-10.0
4707840880,4707841792,-10.0
4707840880,4707841696,-10.0
4707840880,4707841984,-10.0
4707840880,4707843904,-10.0
4707840880,4707842080,-10.0
4707840880,4707842224,-10.0
4707840880,4707842128,-10.0
4707840880,4707842416,-10.0
4707840880,4707842320,-10.0
4707840880,4707842608,-10.0
4707840880,4707842512,-10.0
4707840880,4707842800,-10.0
4707840880,4707842704,-10.0
4707840880,4707842992,-10.0
4707840880,4707856448,-10.0
4707840880,4707843088,-10.0
4707840880,4707843232,-10.0
4707840880,4707843136,-10.0
4707840880,4707843424,-10.0
4707840880,4707843328,-10.0
4707840880,4707843616,-10.0
4707840880,4707843520,-10.0
4707840880,4707843808,-10.0
4707840880,4707843712,-10.0
4707840880,4707844000,-10.0
4707840880,4707856544,-10.0
4707840880,4707801504,-10.0
4707840880,4707801696,-10.0
4707840880,4707801600,-10.0
4707840880,4707801888,-10.0
4707840880,4707801792,-10.0
4707840880,4707802080,-10.0
4707840880,4707801984,-10.0
4707840880,4707802272,-10.0
4707840880,4707802176,-10.0
4707840880,4707802464,-10.0
4707840880,4707820832,-10.0
4707840880,4707802560,-10.0
4707840880,4707802704,-10.0
4707840880,4707802608,-10.0
4707840880,4707802896,-10.0
4707840880,4707802800,-10.0
4707840880,4707803088,-10.0
4707840880,4707802992,-10.0
4707840880,4707819728,-10.0
4707840880,4707819632,-10.0
4707840880,4707819920,-10.0
4707840880,4707820016,-10.0
4707840880,4707819824,-10.0
4707840880,4707820160,-10.0
4707840880,4707820064,-10.0
4707840880,4707820352,-10.0
4707840880,4707820256,-10.0
4707840880,4707820544,-10.0
4707840880,4707820448,-10.0
4707840880,4707820736,-10.0
4707840880,4707820640,-10.0
4707840880,4707820928,-10.0
4707840880,4707821120,-10.0
4707843904,4707842080,-10.0
4707843904,4707842224,-10.0
4707843904,4707842128,-10.0
4707843904,4707842416,-10.0
4707843904,4707842320,-10.0
4707843904,4707842608,-10.0
4707843904,4707842512,-10.0
4707843904,4707842800,-10.0
4707843904,4707842704,-10.0
4707843904,4707842992,-10.0
4707843904,4707856448,-10.0
4707843904,4707843088,-10.0
4707843904,4707843232,-10.0
4707843904,4707843136,-10.0
4707843904,4707843424,-10.0
4707843904,4707843328,-10.0
4707843904,4707843616,-10.0
4707843904,4707843520,-10.0
4707843904,4707843808,-10.0
4707843904,4707843712,-10.0
4707843904,4707844000,-10.0
4707843904,4707856544,-10.0
4707843904,4707821264,-10.0
4707843904,4707821456,-10.0
4707843904,4707821360,-10.0
4707843904,4707821648,-10.0
4707843904,4707821552,-10.0
4707843904,4707821840,-10.0
4707843904,4707821744,-10.0
4707843904,4707822032,-10.0
4707843904,4707821936,-10.0
4707843904,4707822224,-10.0
4707843904,4707821312,-10.0
4707843904,4707822320,-10.0
4707843904,4707822464,-10.0
4707843904,4707822368,-10.0
4707843904,4707822656,-10.0
4707843904,4707822560,-10.0
4707843904,4707822848,-10.0
4707843904,4707822752,-10.0
4707843904,4707823040,-10.0
4707843904,4707822944,-10.0
4707843904,4707823232,-10.0
4707843904,4707840784,-10.0
4707843904,4707823328,-10.0
4707843904,4707823472,-10.0
4707843904,4707823376,-10.0
4707843904,4707840112,-10.0
4707843904,4707823568,-10.0
4707843904,4707840304,-10.0
4707843904,4707840208,-10.0
4707843904,4707840496,-10.0
4707843904,4707840400,-10.0
4707843904,4707840688,-10.0
4707843904,4707840880,-10.0
4707856448,4707841024,-10.0
4707856448,4707841216,-10.0
4707856448,4707841120,-10.0
4707856448,4707841408,-10.0
4707856448,4707841312,-10.0
4707856448,4707841600,-10.0
4707856448,4707841504,-10.0
4707856448,4707841792,-10.0
4707856448,4707841696,-10.0
4707856448,4707841984,-10.0
4707856448,4707843904,-10.0
4707856448,4707843088,-10.0
4707856448,4707843232,-10.0
4707856448,4707843136,-10.0
4707856448,4707843424,-10.0
4707856448,4707843328,-10.0
4707856448,4707843616,-10.0
4707856448,4707843520,-10.0
4707856448,4707843808,-10.0
4707856448,4707843712,-10.0
4707856448,4707844000,-10.0
4707856448,4707856544,-10.0
4707856448,4707821264,-10.0
4707856448,4707821456,-10.0
4707856448,4707821360,-10.0
4707856448,4707821648,-10.0
4707856448,4707821552,-10.0
4707856448,4707821840,-10.0
4707856448,4707821744,-10.0
4707856448,4707822032,-10.0
4707856448,4707821936,-10.0
4707856448,4707822224,-10.0
4707856448,4707821312,-10.0
4707856448,4707822320,-10.0
4707856448,4707822464,-10.0
4707856448,4707822368,-10.0
4707856448,4707822656,-10.0
4707856448,4707822560,-10.0
4707856448,4707822848,-10.0
4707856448,4707822752,-10.0
4707856448,4707823040,-10.0
4707856448,4707822944,-10.0
4707856448,4707823232,-10.0
4707856448,4707840784,-10.0
4707856448,4707823328,-10.0
4707856448,4707823472,-10.0
4707856448,4707823376,-10.0
4707856448,4707840112,-10.0
4707856448,4707823568,-10.0
4707856448,4707840304,-10.0
4707856448,4707840208,-10.0
4707856448,4707840496,-10.0
4707856448,4707840400,-10.0
4707856448,4707840688,-10.0
4707856448,4707840880,-10.0
4707856544,4707841024,-10.0
4707856544,4707841216,-10.0
4707856544,4707841120,-10.0
4707856544,4707841408,-10.0
4707856544,4707841312,-10.0
4707856544,4707841600,-10.0
4707856544,4707841504,-10.0
4707856544,4707841792,-10.0
4707856544,4707841696,-10.0
4707856544,4707841984,-10.0
4707856544,4707843904,-10.0
4707856544,4707842080,-10.0
4707856544,4707842224,-10.0
4707856544,4707842128,-10.0
4707856544,4707842416,-10.0
4707856544,4707842320,-10.0
4707856544,4707842608,-10.0
4707856544,4707842512,-10.0
4707856544,4707842800,-10.0
4707856544,4707842704,-10.0
4707856544,4707842992,-10.0
4707856544,4707856448,-10.0
4707856544,4707821264,-10.0
4707856544,4707821456,-10.0
4707856544,4707821360,-10.0
4707856544,4707821648,-10.0
4707856544,4707821552,-10.0
4707856544,4707821840,-10.0
4707856544,4707821744,-10.0
4707856544,4707822032,-10.0
4707856544,4707821936,-10.0
4707856544,4707822224,-10.0
4707856544,4707821312,-10.0
4707856544,4707822320,-10.0
4707856544,4707822464,-10.0
4707856544,4707822368,-10.0
4707856544,4707822656,-10.0
4707856544,4707822560,-10.0
4707856544,4707822848,-10.0
4707856544,4707822752,-10.0
4707856544,4707823040,-10.0
4707856544,4707822944,-10.0
4707856544,4707823232,-10.0
4707856544,4707840784,-10.0
4707856544,4707823328,-10.0
4707856544,4707823472,-10.0
4707856544,4707823376,-10.0
4707856544,4707840112,-10.0
4707856544,4707823568,-10.0
4707856544,4707840304,-10.0
4707856544,4707840208,-10.0
4707856544,4707840496,-10.0
4707856544,4707840400,-10.0
4707856544,4707840688,-10.0
4707856544,4707840880,-10.0
4706443952,4707301936,0.5
4706443952,4707476912,0.25
4706444144,4707302128,0.5
4706444144,4707476912,0.25
4706444048,4707301936,0.5
4706444048,4707476912,0.25
4706444336,4707302128,0.5
4706444336,4707476912,0.25
4706444240,4707301936,0.5
4706444240,4707476912,0.25
4706444528,4707302128,0.5
4706444528,4707476912,0.25
4706444432,4707301936,0.5
4706444432,4707476912,0.25
4706444720,4707302128,0.5
4706444720,4707476912,0.25
4706444624,4707301936,0.5
4706444624,4707476912,0.25
4706444912,4707302128,0.5
4706444912,4707476912,0.25
4706443952,4707302992,0.5
4706443952,4707476096,0.25
4706444144,4707303136,0.5
4706444144,4707476096,0.25
4706444048,4707302992,0.5
4706444048,4707476096,0.25
4706444336,4707303136,0.5
4706444336,4707476096,0.25
4706444240,4707302992,0.5
4706444240,4707476096,0.25
4706444528,4707303136,0.5
4706444528,4707476096,0.25
4706444432,4707302992,0.5
4706444432,4707476096,0.25
4706444720,4707303136,0.5
4706444720,4707476096,0.25
4706444624,4707302992,0.5
4706444624,4707476096,0.25
4706444912,4707303136,0.5
4706444912,4707476096,0.25
4706443952,4707475904,0.5
4706443952,4707477200,0.25
4706444144,4707476240,0.5
4706444144,4707477200,0.25
4706444048,4707475904,0.5
4706444048,4707477200,0.25
4706444336,4707476240,0.5
4706444336,4707477200,0.25
4706444240,4707475904,0.5
4706444240,4707477200,0.25
4706444528,4707476240,0.5
4706444528,4707477200,0.25
4706444432,4707475904,0.5
4706444432,4707477200,0.25
4706444720,4707476240,0.5
4706444720,4707477200,0.25
4706444624,4707475904,0.5
4706444624,4707477200,0.25
4706444912,4707476240,0.5
4706444912,4707477200,0.25
4706445008,4707301936,0.5
4706445008,4707476912,0.25
4706445152,4707302128,0.5
4706445152,4707476912,0.25
4706445056,4707301936,0.5
4706445056,4707476912,0.25
4706445344,4707302128,0.5
4706445344,4707476912,0.25
4706445248,4707301936,0.5
4706445248,4707476912,0.25
4706445536,4707302128,0.5
4706445536,4707476912,0.25
4706445440,4707301936,0.5
4706445440,4707476912,0.25
4706445728,4707302128,0.5
4706445728,4707476912,0.25
4706445632,4707301936,0.5
4706445632,4707476912,0.25
4706445920,4707302128,0.5
4706445920,4707476912,0.25
4706445008,4707302992,0.5
4706445008,4707476096,0.25
4706445152,4707303136,0.5
4706445152,4707476096,0.25
4706445056,4707302992,0.5
4706445056,4707476096,0.25
4706445344,4707303136,0.5
4706445344,4707476096,0.25
4706445248,4707302992,0.5
4706445248,4707476096,0.25
4706445536,4707303136,0.5
4706445536,4707476096,0.25
4706445440,4707302992,0.5
4706445440,4707476096,0.25
4706445728,4707303136,0.5
4706445728,4707476096,0.25
4706445632,4707302992,0.5
4706445632,4707476096,0.25
4706445920,4707303136,0.5
4706445920,4707476096,0.25
4706445008,4707475904,0.5
4706445008,4707477200,0.25
4706445152,4707476240,0.5
4706445152,4707477200,0.25
4706445056,4707475904,0.5
4706445056,4707477200,0.25
4706445344,4707476240,0.5
4706445344,4707477200,0.25
4706445248,4707475904,0.5
4706445248,4707477200,0.25
4706445536,4707476240,0.5
4706445536,4707477200,0.25
4706445440,4707475904,0.5
4706445440,4707477200,0.25
4706445728,4707476240,0.5
4706445728,4707477200,0.25
4706445632,4707475904,0.5
4706445632,4707477200,0.25
4706445920,4707476240,0.5
4706445920,4707477200,0.25
4706443952,4707605904,0.3
4706443952,4707707152,0.15
4706444144,4707606096,0.3
4706444144,4707707152,0.15
4706444048,4707605904,0.3
4706444048,4707707152,0.15
4706444336,4707606096,0.3
4706444336,4707707152,0.15
4706444240,4707605904,0.3
4706444240,4707707152,0.15
4706444528,4707606096,0.3
4706444528,4707707152,0.15
4706444432,4707605904,0.3
4706444432,4707707152,0.15
4706444720,4707606096,0.3
4706444720,4707707152,0.15
4706444624,4707605904,0.3
4706444624,4707707152,0.15
4706444912,4707606096,0.3
4706444912,4707707152,0.15
4706443952,4707705136,0.3
4706443952,4707705328,0.15
4706444144,4707705472,0.3
4706444144,4707705328,0.15
4706444048,4707705136,0.3
4706444048,4707705328,0.15
4706444336,4707705472,0.3
4706444336,4707705328,0.15
4706444240,4707705136,0.3
4706444240,4707705328,0.15
4706444528,4707705472,0.3
4706444528,4707705328,0.15
4706444432,4707705136,0.3
4706444432,4707705328,0.15
4706444720,4707705472,0.3
4706444720,4707705328,0.15
4706444624,4707705136,0.3
4706444624,4707705328,0.15
4706444912,4707705472,0.3
4706444912,4707705328,0.15
4706443952,4707706336,0.3
4706443952,4707707440,0.15
4706444144,4707706480,0.3
4706444144,4707707440,0.15
4706444048,4707706336,0.3
4706444048,4707707440,0.15
4706444336,4707706480,0.3
4706444336,4707707440,0.15
4706444240,4707706336,0.3
4706444240,4707707440,0.15
4706444528,4707706480,0.3
4706444528,4707707440,0.15
4706444432,4707706336,0.3
4706444432,4707707440,0.15
4706444720,4707706480,0.3
4706444720,4707707440,0.15
4706444624,4707706336,0.3
4706444624,4707707440,0.15
4706444912,4707706480,0.3
4706444912,4707707440,0.15
4706445008,4707605904,0.3
4706445008,4707707152,0.15
4706445152,4707606096,0.3
4706445152,4707707152,0.15
4706445056,4707605904,0.3
4706445056,4707707152,0.15
4706445344,4707606096,0.3
4706445344,4707707152,0.15
4706445248,4707605904,0.3
4706445248,4707707152,0.15
4706445536,4707606096,0.3
4706445536,4707707152,0.15
4706445440,4707605904,0.3
4706445440,4707707152,0.15
4706445728,4707606096,0.3
4706445728,4707707152,0.15
4706445632,4707605904,0.3
4706445632,4707707152,0.15
4706445920,4707606096,0.3
4706445920,4707707152,0.15
4706445008,4707705136,0.3
4706445008,4707705328,0.15
4706445152,4707705472,0.3
4706445152,4707705328,0.15
4706445056,4707705136,0.3
4706445056,4707705328,0.15
4706445344,4707705472,0.3
4706445344,4707705328,0.15
4706445248,4707705136,0.3
4706445248,4707705328,0.15
4706445536,4707705472,0.3
4706445536,4707705328,0.15
4706445440,4707705136,0.3
4706445440,4707705328,0.15
4706445728,4707705472,0.3
4706445728,4707705328,0.15
4706445632,4707705136,0.3
4706445632,4707705328,0.15
4706445920,4707705472,0.3
4706445920,4707705328,0.15
4706445008,4707706336,0.3
4706445008,4707707440,0.15
4706445152,4707706480,0.3
4706445152,4707707440,0.15
4706445056,4707706336,0.3
4706445056,4707707440,0.15
4706445344,4707706480,0.3
4706445344,4707707440,0.15
4706445248,4707706336,0.3
4706445248,4707707440,0.15
4706445536,4707706480,0.3
4706445536,4707707440,0.15
4706445440,4707706336,0.3
4706445440,4707707440,0.15
4706445728,4707706480,0.3
4706445728,4707707440,0.15
4706445632,4707706336,0.3
4706445632,4707707440,0.15
4706445920,4707706480,0.3
4706445920,4707707440,0.15
4707301936,4707605904,0.3
4707301936,4707707152,0.15
4707302128,4707606096,0.3
4707302128,4707707152,0.15
4707302032,4707605904,0.3
4707302032,4707707152,0.15
4707302320,4707606096,0.3
4707302320,4707707152,0.15
4707302224,4707605904,0.3
4707302224,4707707152,0.15
4707302512,4707606096,0.3
4707302512,4707707152,0.15
4707302416,4707605904,0.3
4707302416,4707707152,0.15
4707302704,4707606096,0.3
4707302704,4707707152,0.15
4707302608,4707605904,0.3
4707302608,4707707152,0.15
4707302896,4707606096,0.3
4707302896,4707707152,0.15
4707302992,4707705136,0.3
4707302992,4707705328,0.15
4707303136,4707705472,0.3
4707303136,4707705328,0.15
4707303040,4707705136,0.3
4707303040,4707705328,0.15
4707303328,4707705472,0.3
4707303328,4707705328,0.15
4707303232,4707705136,0.3
4707303232,4707705328,0.15
4707475616,4707705472,0.3
4707475616,4707705328,0.15
4707475520,4707705136,0.3
4707475520,4707705328,0.15
4707475808,4707705472,0.3
4707475808,4707705328,0.15
4707475712,4707705136,0.3
4707475712,4707705328,0.15
4707476000,4707705472,0.3
4707476000,4707705328,0.15
4707475904,4707706336,0.3
4707475904,4707707440,0.15
4707476240,4707706480,0.3
4707476240,4707707440,0.15
4707476144,4707706336,0.3
4707476144,4707707440,0.15
4707476432,4707706480,0.3
4707476432,4707707440,0.15
4707476336,4707706336,0.3
4707476336,4707707440,0.15
4707476624,4707706480,0.3
4707476624,4707707440,0.15
4707476528,4707706336,0.3
4707476528,4707707440,0.15
4707476816,4707706480,0.3
4707476816,4707707440,0.15
4707476720,4707706336,0.3
4707476720,4707707440,0.15
4707477008,4707706480,0.3
4707477008,4707707440,0.15
4706446160,4707477344,0.5
4706446160,4707477392,0.25
4706446352,4707477536,0.5
4706446352,4707477392,0.25
4706446256,4707477344,0.5
4706446256,4707477392,0.25
4706446544,4707477536,0.5
4706446544,4707477392,0.25
4706446448,4707477344,0.5
4706446448,4707477392,0.25
4706446736,4707477536,0.5
4706446736,4707477392,0.25
4706446640,4707477344,0.5
4706446640,4707477392,0.25
4706446928,4707477536,0.5
4706446928,4707477392,0.25
4706446832,4707477344,0.5
4706446832,4707477392,0.25
4706447120,4707477536,0.5
4706447120,4707477392,0.25
4706446160,4707478400,0.5
4706446160,4707492768,0.25
4706446352,4707478544,0.5
4706446352,4707492768,0.25
4706446256,4707478400,0.5
4706446256,4707492768,0.25
4706446544,4707478544,0.5
4706446544,4707492768,0.25
4706446448,4707478400,0.5
4706446448,4707492768,0.25
4706446736,4707478544,0.5
4706446736,4707492768,0.25
4706446640,4707478400,0.5
4706446640,4707492768,0.25
4706446928,4707478544,0.5
4706446928,4707492768,0.25
4706446832,4707478400,0.5
4706446832,4707492768,0.25
4706447120,4707478544,0.5
4706447120,4707492768,0.25
4706446160,4707479408,0.5
4706446160,4707492864,0.25
4706446352,4707491904,0.5
4706446352,4707492864,0.25
4706446256,4707479408,0.5
4706446256,4707492864,0.25
4706446544,4707491904,0.5
4706446544,4707492864,0.25
4706446448,4707479408,0.5
4706446448,4707492864,0.25
4706446736,4707491904,0.5
4706446736,4707492864,0.25
4706446640,4707479408,0.5
4706446640,4707492864,0.25
4706446928,4707491904,0.5
4706446928,4707492864,0.25
4706446832,4707479408,0.5
4706446832,4707492864,0.25
4706447120,4707491904,0.5
4706447120,4707492864,0.25
4706447216,4707477344,0.5
4706447216,4707477392,0.25
4707217472,4707477536,0.5
4707217472,4707477392,0.25
4706447264,4707477344,0.5
4706447264,4707477392,0.25
4707217664,4707477536,0.5
4707217664,4707477392,0.25
4707217568,4707477344,0.5
4707217568,4707477392,0.25
4707217856,4707477536,0.5
4707217856,4707477392,0.25
4707217760,4707477344,0.5
4707217760,4707477392,0.25
4707218048,4707477536,0.5
4707218048,4707477392,0.25
4707217952,4707477344,0.5
4707217952,4707477392,0.25
4707218240,4707477536,0.5
4707218240,4707477392,0.25
4706447216,4707478400,0.5
4706447216,4707492768,0.25
4707217472,4707478544,0.5
4707217472,4707492768,0.25
4706447264,4707478400,0.5
4706447264,4707492768,0.25
4707217664,4707478544,0.5
4707217664,4707492768,0.25
4707217568,4707478400,0.5
4707217568,4707492768,0.25
4707217856,4707478544,0.5
4707217856,4707492768,0.25
4707217760,4707478400,0.5
4707217760,4707492768,0.25
4707218048,4707478544,0.5
4707218048,4707492768,0.25
4707217952,4707478400,0.5
4707217952,4707492768,0.25
4707218240,4707478544,0.5
4707218240,4707492768,0.25
4706447216,4707479408,0.5
4706447216,4707492864,0.25
4707217472,4707491904,0.5
4707217472,4707492864,0.25
4706447264,4707479408,0.5
4706447264,4707492864,0.25
4707217664,4707491904,0.5
4707217664,4707492864,0.25
4707217568,4707479408,0.5
4707217568,4707492864,0.25
4707217856,4707491904,0.5
4707217856,4707492864,0.25
4707217760,4707479408,0.5
4707217760,4707492864,0.25
4707218048,4707491904,0.5
4707218048,4707492864,0.25
4707217952,4707479408,0.5
4707217952,4707492864,0.25
4707218240,4707491904,0.5
4707218240,4707492864,0.25
4706446160,4707707584,0.3
4706446160,4707726912,0.15
4706446352,4707707776,0.3
4706446352,4707726912,0.15
4706446256,4707707584,0.3
4706446256,4707726912,0.15
4706446544,4707707776,0.3
4706446544,4707726912,0.15
4706446448,4707707584,0.3
4706446448,4707726912,0.15
4706446736,4707707776,0.3
4706446736,4707726912,0.15
4706446640,4707707584,0.3
4706446640,4707726912,0.15
4706446928,4707707776,0.3
4706446928,4707726912,0.15
4706446832,4707707584,0.3
4706446832,4707726912,0.15
4706447120,4707707776,0.3
4706447120,4707726912,0.15
4706446160,4707708640,0.3
4706446160,4707726096,0.15
4706446352,4707708784,0.3
4706446352,4707726096,0.15
4706446256,4707708640,0.3
4706446256,4707726096,0.15
4706446544,4707708784,0.3
4706446544,4707726096,0.15
4706446448,4707708640,0.3
4706446448,4707726096,0.15
4706446736,4707708784,0.3
4706446736,4707726096,0.15
4706446640,4707708640,0.3
4706446640,4707726096,0.15
4706446928,4707708784,0.3
4706446928,4707726096,0.15
4706446832,4707708640,0.3
4706446832,4707726096,0.15
4706447120,4707708784,0.3
4706447120,4707726096,0.15
4706446160,4707725904,0.3
4706446160,4707727200,0.15
4706446352,4707726240,0.3
4706446352,4707727200,0.15
4706446256,4707725904,0.3
4706446256,4707727200,0.15
4706446544,4707726240,0.3
4706446544,4707727200,0.15
4706446448,4707725904,0.3
4706446448,4707727200,0.15
4706446736,4707726240,0.3
4706446736,4707727200,0.15
4706446640,4707725904,0.3
4706446640,4707727200,0.15
4706446928,4707726240,0.3
4706446928,4707727200,0.15
4706446832,4707725904,0.3
4706446832,4707727200,0.15
4706447120,4707726240,0.3
4706447120,4707727200,0.15
4706447216,4707707584,0.3
4706447216,4707726912,0.15
4707217472,4707707776,0.3
4707217472,4707726912,0.15
4706447264,4707707584,0.3
4706447264,4707726912,0.15
4707217664,4707707776,0.3
4707217664,4707726912,0.15
4707217568,4707707584,0.3
4707217568,4707726912,0.15
4707217856,4707707776,0.3
4707217856,4707726912,0.15
4707217760,4707707584,0.3
4707217760,4707726912,0.15
4707218048,4707707776,0.3
4707218048,4707726912,0.15
4707217952,4707707584,0.3
4707217952,4707726912,0.15
4707218240,4707707776,0.3
4707218240,4707726912,0.15
4706447216,4707708640,0.3
4706447216,4707726096,0.15
4707217472,4707708784,0.3
4707217472,4707726096,0.15
4706447264,4707708640,0.3
4706447264,4707726096,0.15
4707217664,4707708784,0.3
4707217664,4707726096,0.15
4707217568,4707708640,0.3
4707217568,4707726096,0.15
4707217856,4707708784,0.3
4707217856,4707726096,0.15
4707217760,4707708640,0.3
4707217760,4707726096,0.15
4707218048,4707708784,0.3
4707218048,4707726096,0.15
4707217952,4707708640,0.3
4707217952,4707726096,0.15
4707218240,4707708784,0.3
4707218240,4707726096,0.15
4706447216,4707725904,0.3
4706447216,4707727200,0.15
4707217472,4707726240,0.3
4707217472,4707727200,0.15
4706447264,4707725904,0.3
4706447264,4707727200,0.15
4707217664,4707726240,0.3
4707217664,4707727200,0.15
4707217568,4707725904,0.3
4707217568,4707727200,0.15
4707217856,4707726240,0.3
4707217856,4707727200,0.15
4707217760,4707725904,0.3
4707217760,4707727200,0.15
4707218048,4707726240,0.3
4707218048,4707727200,0.15
4707217952,4707725904,0.3
4707217952,4707727200,0.15
4707218240,4707726240,0.3
4707218240,4707727200,0.15
4707477344,4707707584,0.3
4707477344,4707726912,0.15
4707477536,4707707776,0.3
