id,ring_name
4672271360,tape_R13
4672271264,tape_R13
4672271552,tape_R13
4672271456,tape_R13
4672271744,tape_R13
4672271648,tape_R13
4672271936,tape_R13
4672271024,tape_R13
4672273232,tape_R14
4672273376,tape_R14
4672273280,tape_R14
4672273568,tape_R14
4672273472,tape_R14
4672273760,tape_R14
4672273664,tape_R14
4672273952,tape_R14
4672273856,tape_R14
4672274144,tape_R14
4672272224,tape_R14
4672291888,tape_R15
4672292032,tape_R15
4672291936,tape_R15
4672292224,tape_R15
4672292128,tape_R15
4672292416,tape_R15
4672292320,tape_R15
4672292608,tape_R15
4672292512,tape_R15
4672292800,tape_R15
4672290880,tape_R15
4672294096,tape_R16
4672294240,tape_R16
4672294144,tape_R16
4672294432,tape_R16
4672294336,tape_R16
4672294624,tape_R16
4672294528,tape_R16
4672294816,tape_R16
4672294720,tape_R16
4672311456,tape_R16
4672311552,tape_R16
4672312752,tape_R17
4672312896,tape_R17
4672312800,tape_R17
4672313088,tape_R17
4672312992,tape_R17
4672313280,tape_R17
4672313184,tape_R17
4672313472,tape_R17
4672313376,tape_R17
4672313664,tape_R17
4672311744,tape_R17
4672314960,tape_R18
4672315104,tape_R18
4672315008,tape_R18
4672315296,tape_R18
4672315200,tape_R18
4672327840,tape_R18
4672327744,tape_R18
4672328032,tape_R18
4672327936,tape_R18
4672328224,tape_R18
4672328320,tape_R18
4672329520,tape_R19
4672329664,tape_R19
4672329568,tape_R19
4672329856,tape_R19
4672329760,tape_R19
4672330048,tape_R19
4672329952,tape_R19
4672330240,tape_R19
4672330144,tape_R19
4672330432,tape_R19
4672328512,tape_R19
4672330672,tape_B10
4672330864,tape_B10
4672330768,tape_B10
4672331056,tape_B10
4672330960,tape_B10
4672331248,tape_B10
4672331152,tape_B10
4672331440,tape_B10
4672331344,tape_B10
4672331632,tape_B10
4706060080,tape_B10
4706060512,tape_B11
4706060704,tape_B11
4706060608,tape_B11
4706060896,tape_B11
4706060800,tape_B11
4706061088,tape_B11
4706060992,tape_B11
4706061280,tape_B11
4706061184,tape_B11
4706061472,tape_B11
4706079840,tape_B11
4706080272,tape_B12
4706080464,tape_B12
4706080368,tape_B12
4706080656,tape_B12
4706080560,tape_B12
4706080848,tape_B12
4706080752,tape_B12
4706081040,tape_B12
4706080944,tape_B12
4706081232,tape_B12
4706080320,tape_B12
4706095936,tape_B13
4706096128,tape_B13
4706096032,tape_B13
4706096320,tape_B13
4706096224,tape_B13
4706096512,tape_B13
4706096416,tape_B13
4706096704,tape_B13
4706096608,tape_B13
4706096896,tape_B13
4706098816,tape_B13
4706115696,tape_B14
4706115888,tape_B14
4706115792,tape_B14
4706116080,tape_B14
4706115984,tape_B14
4706116272,tape_B14
4706116176,tape_B14
4706116464,tape_B14
4706116368,tape_B14
4706116656,tape_B14
4706118576,tape_B14
4706119008,tape_B15
4706119200,tape_B15
4706119104,tape_B15
4706119392,tape_B15
4706119296,tape_B15
4706119584,tape_B15
4706119488,tape_B15
4706136224,tape_B15
4706136128,tape_B15
4706136416,tape_B15
4706138336,tape_B15
4706138768,tape_B16
4706138960,tape_B16
4706138864,tape_B16
4706139152,tape_B16
4706139056,tape_B16
4706139344,tape_B16
4706139248,tape_B16
4706139536,tape_B16
4706139440,tape_B16
4706139728,tape_B16
4706158096,tape_B16
4706158528,tape_B17
4706158720,tape_B17
4706158624,tape_B17
4706158912,tape_B17
4706158816,tape_B17
4706159104,tape_B17
4706159008,tape_B17
4706159296,tape_B17
4706159200,tape_B17
4706159488,tape_B17
4706158576,tape_B17
4706174192,tape_B18
4706174384,tape_B18
4706174288,tape_B18
4706174576,tape_B18
4706174480,tape_B18
4706174768,tape_B18
4706174672,tape_B18
4706174960,tape_B18
4706174864,tape_B18
4706175152,tape_B18
4706174240,tape_B18
4706189856,tape_B19
4706190048,tape_B19
4706189952,tape_B19
4706190240,tape_B19
4706190144,tape_B19
4706190432,tape_B19
4706190336,tape_B19
4706190624,tape_B19
4706190528,tape_B19
4706190816,tape_B19
4706192736,tape_B19
4672331728,tape_010
4706058400,tape_010
4706058304,tape_010
4706058592,tape_010
4706058496,tape_010
4706058784,tape_010
4706058688,tape_010
4706058976,tape_010
4706058880,tape_010
4706059168,tape_010
4706059264,tape_010
4706061568,tape_011
4706061712,tape_011
4706061616,tape_011
4706061904,tape_011
4706061808,tape_011
4706062096,tape_011
4706062000,tape_011
4706062288,tape_011
4706062192,tape_011
4706078928,tape_011
4706079024,tape_011
4706081328,tape_012
4706081472,tape_012
4706081376,tape_012
4706081664,tape_012
4706081568,tape_012
4706081856,tape_012
4706081760,tape_012
4706082048,tape_012
4706081952,tape_012
4706082240,tape_012
4706095696,tape_012
4706096992,tape_013
4706097136,tape_013
4706097040,tape_013
4706097328,tape_013
4706097232,tape_013
4706097520,tape_013
4706097424,tape_013
4706097712,tape_013
4706097616,tape_013
4706097904,tape_013
4706095984,tape_013
4706116752,tape_014
4706116896,tape_014
4706116800,tape_014
4706117088,tape_014
4706116992,tape_014
4706117280,tape_014
4706117184,tape_014
4706117472,tape_014
4706117376,tape_014
4706117664,tape_014
4706115744,tape_014
4706136320,tape_015
4706136656,tape_015
4706136560,tape_015
4706136848,tape_015
4706136752,tape_015
4706137040,tape_015
4706136944,tape_015
4706137232,tape_015
4706137136,tape_015
4706137424,tape_015
4706136512,tape_015
4706139824,tape_016
4706139968,tape_016
4706139872,tape_016
4706156608,tape_016
4706140064,tape_016
4706156800,tape_016
4706156704,tape_016
4706156992,tape_016
4706156896,tape_016
4706157184,tape_016
4706157280,tape_016
4706159584,tape_017
4706159728,tape_017
4706159632,tape_017
4706159920,tape_017
4706159824,tape_017
4706160112,tape_017
4706160016,tape_017
4706160304,tape_017
4706160208,tape_017
4706160496,tape_017
4706173952,tape_017
4706175248,tape_018
4706175392,tape_018
4706175296,tape_018
4706175584,tape_018
4706175488,tape_018
4706175776,tape_018
4706175680,tape_018
4706175968,tape_018
4706175872,tape_018
4706176160,tape_018
4706189616,tape_018
4706190912,tape_019
4706191056,tape_019
4706190960,tape_019
4706191248,tape_019
4706191152,tape_019
4706191440,tape_019
4706191344,tape_019
4706191632,tape_019
4706191536,tape_019
4706191824,tape_019
4706189904,tape_019
4706059072,tape_110
4706059408,tape_110
4706059312,tape_110
4706059600,tape_110
4706059504,tape_110
4706059792,tape_110
4706059696,tape_110
4706059984,tape_110
4706059888,tape_110
4706060176,tape_110
4706060368,tape_110
4706078832,tape_111
4706079168,tape_111
4706079072,tape_111
4706079360,tape_111
4706079264,tape_111
4706079552,tape_111
4706079456,tape_111
4706079744,tape_111
4706079648,tape_111
4706079936,tape_111
4706080128,tape_111
4706082336,tape_112
4706082480,tape_112
4706082384,tape_112
4706082672,tape_112
4706082576,tape_112
4706095216,tape_112
4706082768,tape_112
4706095408,tape_112
4706095312,tape_112
4706095600,tape_112
4706095792,tape_112
4706098000,tape_113
4706098144,tape_113
4706098048,tape_113
4706098336,tape_113
4706098240,tape_113
4706098528,tape_113
4706098432,tape_113
4706098720,tape_113
4706098624,tape_113
4706098912,tape_113
4706099104,tape_113
4706117760,tape_114
4706117904,tape_114
4706117808,tape_114
4706118096,tape_114
4706118000,tape_114
4706118288,tape_114
4706118192,tape_114
4706118480,tape_114
4706118384,tape_114
4706118672,tape_114
4706118864,tape_114
4706137520,tape_115
4706137664,tape_115
4706137568,tape_115
4706137856,tape_115
4706137760,tape_115
4706138048,tape_115
4706137952,tape_115
4706138240,tape_115
4706138144,tape_115
4706138432,tape_115
4706138624,tape_115
4706157088,tape_116
4706157424,tape_116
4706157328,tape_116
4706157616,tape_116
4706157520,tape_116
4706157808,tape_116
4706157712,tape_116
4706158000,tape_116
4706157904,tape_116
4706158192,tape_116
4706158384,tape_116
4706160592,tape_117
4706173088,tape_117
4706172992,tape_117
4706173280,tape_117
4706173184,tape_117
4706173472,tape_117
4706173376,tape_117
4706173664,tape_117
4706173568,tape_117
4706173856,tape_117
4706174048,tape_117
4706176256,tape_118
4706176400,tape_118
4706176304,tape_118
4706176592,tape_118
4706176496,tape_118
4706176784,tape_118
4706176688,tape_118
4706176976,tape_118
4706176880,tape_118
4706189520,tape_118
4706189712,tape_118
4706191920,tape_119
4706192064,tape_119
4706191968,tape_119
4706192256,tape_119
4706192160,tape_119
4706192448,tape_119
4706192352,tape_119
4706192640,tape_119
4706192544,tape_119
4706192832,tape_119
4706193024,tape_119
4706193168,tape_CB10
4706193360,tape_CB10
4706193264,tape_CB10
4706296016,tape_CB10
4706295920,tape_CB10
4706296208,tape_CB10
4706296112,tape_CB10
4706296400,tape_CB10
4706296304,tape_CB10
4706296592,tape_CB10
4706298512,tape_CB10
4706298944,tape_CB11
4706299136,tape_CB11
4706299040,tape_CB11
4706299328,tape_CB11
4706299232,tape_CB11
4706299520,tape_CB11
4706299424,tape_CB11
4706299712,tape_CB11
4706299616,tape_CB11
4706316352,tape_CB11
4706318272,tape_CB11
4706318704,tape_CB12
4706318896,tape_CB12
4706318800,tape_CB12
4706319088,tape_CB12
4706318992,tape_CB12
4706319280,tape_CB12
4706319184,tape_CB12
4706319472,tape_CB12
4706319376,tape_CB12
4706319664,tape_CB12
4706333936,tape_CB12
4706334368,tape_CB13
4706334560,tape_CB13
4706334464,tape_CB13
4706334752,tape_CB13
4706334656,tape_CB13
4706334944,tape_CB13
4706334848,tape_CB13
4706335136,tape_CB13
4706335040,tape_CB13
4706335328,tape_CB13
4706334416,tape_CB13
4706350032,tape_CB14
4706350224,tape_CB14
4706350128,tape_CB14
4706350416,tape_CB14
4706350320,tape_CB14
4706350608,tape_CB14
4706350512,tape_CB14
4706350800,tape_CB14
4706350704,tape_CB14
4706350992,tape_CB14
4706352912,tape_CB14
4706369792,tape_CB15
4706369984,tape_CB15
4706369888,tape_CB15
4706370176,tape_CB15
4706370080,tape_CB15
4706370368,tape_CB15
4706370272,tape_CB15
4706370560,tape_CB15
4706370464,tape_CB15
4706370752,tape_CB15
4706372672,tape_CB15
4706373104,tape_CB16
4706373296,tape_CB16
4706373200,tape_CB16
4706373488,tape_CB16
4706373392,tape_CB16
4706390128,tape_CB16
4706373584,tape_CB16
4706390320,tape_CB16
4706390224,tape_CB16
4706390512,tape_CB16
4706392432,tape_CB16
4706392864,tape_CB17
4706393056,tape_CB17
4706392960,tape_CB17
4706393248,tape_CB17
4706393152,tape_CB17
4706393440,tape_CB17
4706393344,tape_CB17
4706393632,tape_CB17
4706393536,tape_CB17
4706393824,tape_CB17
4706408096,tape_CB17
4706408528,tape_CB18
4706408720,tape_CB18
4706408624,tape_CB18
4706408912,tape_CB18
4706408816,tape_CB18
4706409104,tape_CB18
4706409008,tape_CB18
4706409296,tape_CB18
4706409200,tape_CB18
4706409488,tape_CB18
4706427856,tape_CB18
4706428288,tape_CB19
4706428480,tape_CB19
4706428384,tape_CB19
4706428672,tape_CB19
4706428576,tape_CB19
4706428864,tape_CB19
4706428768,tape_CB19
4706429056,tape_CB19
4706428960,tape_CB19
4706429248,tape_CB19
4706428336,tape_CB19
4706296496,tape_C010
4706296832,tape_C010
4706296736,tape_C010
4706297024,tape_C010
4706296928,tape_C010
4706297216,tape_C010
4706297120,tape_C010
4706297408,tape_C010
4706297312,tape_C010
4706297600,tape_C010
4706296688,tape_C010
4706298992,tape_C011
4706316592,tape_C011
4706316496,tape_C011
4706316784,tape_C011
4706316688,tape_C011
4706316976,tape_C011
4706316880,tape_C011
4706317168,tape_C011
4706317072,tape_C011
4706317360,tape_C011
4706316448,tape_C011
4706319760,tape_C012
4706319904,tape_C012
4706319808,tape_C012
4706320096,tape_C012
4706320000,tape_C012
4706320288,tape_C012
4706320192,tape_C012
4706332832,tape_C012
4706332736,tape_C012
4706333024,tape_C012
4706333120,tape_C012
4706335424,tape_C013
4706335568,tape_C013
4706335472,tape_C013
4706335760,tape_C013
4706335664,tape_C013
4706335952,tape_C013
4706335856,tape_C013
4706336144,tape_C013
4706336048,tape_C013
4706336336,tape_C013
4706349792,tape_C013
4706351088,tape_C014
4706351232,tape_C014
4706351136,tape_C014
4706351424,tape_C014
4706351328,tape_C014
4706351616,tape_C014
4706351520,tape_C014
4706351808,tape_C014
4706351712,tape_C014
4706352000,tape_C014
4706350080,tape_C014
4706370848,tape_C015
4706370992,tape_C015
4706370896,tape_C015
4706371184,tape_C015
4706371088,tape_C015
4706371376,tape_C015
4706371280,tape_C015
4706371568,tape_C015
4706371472,tape_C015
4706371760,tape_C015
4706369840,tape_C015
4706390416,tape_C016
4706390752,tape_C016
4706390656,tape_C016
4706390944,tape_C016
4706390848,tape_C016
4706391136,tape_C016
4706391040,tape_C016
4706391328,tape_C016
4706391232,tape_C016
4706391520,tape_C016
4706390608,tape_C016
4706393920,tape_C017
4706394064,tape_C017
4706393968,tape_C017
4706406608,tape_C017
4706406512,tape_C017
4706406800,tape_C017
4706406704,tape_C017
4706406992,tape_C017
4706406896,tape_C017
4706407184,tape_C017
4706407280,tape_C017
4706409584,tape_C018
4706409728,tape_C018
4706409632,tape_C018
4706409920,tape_C018
4706409824,tape_C018
4706410112,tape_C018
4706410016,tape_C018
4706410304,tape_C018
4706410208,tape_C018
4706426944,tape_C018
4706427040,tape_C018
4706429344,tape_C019
4706429488,tape_C019
4706429392,tape_C019
4706429680,tape_C019
4706429584,tape_C019
4706429872,tape_C019
4706429776,tape_C019
4706430064,tape_C019
4706429968,tape_C019
4706430256,tape_C019
4706443712,tape_C019
4706297696,tape_C110
4706297840,tape_C110
4706297744,tape_C110
4706298032,tape_C110
4706297936,tape_C110
4706298224,tape_C110
4706298128,tape_C110
4706298416,tape_C110
4706298320,tape_C110
4706298608,tape_C110
4706298800,tape_C110
4706317456,tape_C111
4706317600,tape_C111
4706317504,tape_C111
4706317792,tape_C111
4706317696,tape_C111
4706317984,tape_C111
4706317888,tape_C111
4706318176,tape_C111
4706318080,tape_C111
4706318368,tape_C111
4706318560,tape_C111
4706332928,tape_C112
4706333264,tape_C112
4706333168,tape_C112
4706333456,tape_C112
4706333360,tape_C112
4706333648,tape_C112
4706333552,tape_C112
4706333840,tape_C112
4706333744,tape_C112
4706334032,tape_C112
4706334224,tape_C112
4706336432,tape_C113
4706336576,tape_C113
4706336480,tape_C113
4706349120,tape_C113
4706336672,tape_C113
4706349312,tape_C113
4706349216,tape_C113
4706349504,tape_C113
4706349408,tape_C113
4706349696,tape_C113
4706349888,tape_C113
4706352096,tape_C114
4706352240,tape_C114
4706352144,tape_C114
4706352432,tape_C114
4706352336,tape_C114
4706352624,tape_C114
4706352528,tape_C114
4706352816,tape_C114
4706352720,tape_C114
4706353008,tape_C114
4706369648,tape_C114
4706371856,tape_C115
4706372000,tape_C115
4706371904,tape_C115
4706372192,tape_C115
4706372096,tape_C115
4706372384,tape_C115
4706372288,tape_C115
4706372576,tape_C115
4706372480,tape_C115
4706372768,tape_C115
4706372960,tape_C115
4706391616,tape_C116
4706391760,tape_C116
4706391664,tape_C116
4706391952,tape_C116
4706391856,tape_C116
4706392144,tape_C116
4706392048,tape_C116
4706392336,tape_C116
4706392240,tape_C116
4706392528,tape_C116
4706392720,tape_C116
4706407088,tape_C117
4706407424,tape_C117
4706407328,tape_C117
4706407616,tape_C117
4706407520,tape_C117
4706407808,tape_C117
4706407712,tape_C117
4706408000,tape_C117
4706407904,tape_C117
4706408192,tape_C117
4706408384,tape_C117
4706408576,tape_C118
4706427184,tape_C118
4706427088,tape_C118
4706427376,tape_C118
4706427280,tape_C118
4706427568,tape_C118
4706427472,tape_C118
4706427760,tape_C118
4706427664,tape_C118
4706427952,tape_C118
4706428144,tape_C118
4706430352,tape_C119
4706430496,tape_C119
4706430400,tape_C119
4706430688,tape_C119
4706430592,tape_C119
4706430880,tape_C119
4706430784,tape_C119
4706443424,tape_C119
4706443328,tape_C119
4706443616,tape_C119
4706443808,tape_C119
4706443952,tape_L20
4706444144,tape_L20
4706444048,tape_L20
4706444336,tape_L20
4706444240,tape_L20
4706444528,tape_L20
4706444432,tape_L20
4706444720,tape_L20
4706444624,tape_L20
4706444912,tape_L20
4706445824,tape_L20
4706446160,tape_L21
4706446352,tape_L21
4706446256,tape_L21
4706446544,tape_L21
4706446448,tape_L21
4706446736,tape_L21
4706446640,tape_L21
4706446928,tape_L21
4706446832,tape_L21
4706447120,tape_L21
4706446208,tape_L21
4707218480,tape_L22
4707218672,tape_L22
4707218576,tape_L22
4707218864,tape_L22
4707218768,tape_L22
4707219056,tape_L22
4707218960,tape_L22
4707219248,tape_L22
4707219152,tape_L22
4707219440,tape_L22
4707220352,tape_L22
4707220688,tape_L23
4707220880,tape_L23
4707220784,tape_L23
4707221072,tape_L23
4707220976,tape_L23
4707221264,tape_L23
4707221168,tape_L23
4707221456,tape_L23
4707221360,tape_L23
4707238096,tape_L23
4707239008,tape_L23
4707239344,tape_L24
4707239536,tape_L24
4707239440,tape_L24
4707239728,tape_L24
4707239632,tape_L24
4707239920,tape_L24
4707239824,tape_L24
4707240112,tape_L24
4707240016,tape_L24
4707240304,tape_L24
4707241216,tape_L24
4707241552,tape_L25
4707241744,tape_L25
4707241648,tape_L25
4707241936,tape_L25
4707241840,tape_L25
4707258576,tape_L25
4707258480,tape_L25
4707258768,tape_L25
4707258672,tape_L25
4707258960,tape_L25
4707259872,tape_L25
4707260208,tape_L26
4707260400,tape_L26
4707260304,tape_L26
4707260592,tape_L26
4707260496,tape_L26
4707260784,tape_L26
4707260688,tape_L26
4707260976,tape_L26
4707260880,tape_L26
4707261168,tape_L26
4707262080,tape_L26
4707262416,tape_L27
4707279056,tape_L27
4707278960,tape_L27
4707279248,tape_L27
4707279152,tape_L27
4707279440,tape_L27
4707279344,tape_L27
4707279632,tape_L27
4707279536,tape_L27
4707279824,tape_L27
4707280736,tape_L27
4707281072,tape_L28
4707281264,tape_L28
4707281168,tape_L28
4707281456,tape_L28
4707281360,tape_L28
4707281648,tape_L28
4707281552,tape_L28
4707281840,tape_L28
4707281744,tape_L28
4707282032,tape_L28
4707281120,tape_L28
4707299728,tape_L29
4707299920,tape_L29
4707299824,tape_L29
4707300112,tape_L29
4707300016,tape_L29
4707300304,tape_L29
4707300208,tape_L29
4707300496,tape_L29
4707300400,tape_L29
4707300688,tape_L29
4707301600,tape_L29
4706445008,tape_R20
4706445152,tape_R20
4706445056,tape_R20
4706445344,tape_R20
4706445248,tape_R20
4706445536,tape_R20
4706445440,tape_R20
4706445728,tape_R20
4706445632,tape_R20
4706445920,tape_R20
4706444000,tape_R20
4706447216,tape_R21
4707217472,tape_R21
4706447264,tape_R21
4707217664,tape_R21
4707217568,tape_R21
4707217856,tape_R21
4707217760,tape_R21
4707218048,tape_R21
4707217952,tape_R21
4707218240,tape_R21
4707218336,tape_R21
4707219536,tape_R22
4707219680,tape_R22
4707219584,tape_R22
4707219872,tape_R22
4707219776,tape_R22
4707220064,tape_R22
4707219968,tape_R22
4707220256,tape_R22
4707220160,tape_R22
4707220448,tape_R22
4707218528,tape_R22
4707238000,tape_R23
4707238336,tape_R23
4707238240,tape_R23
4707238528,tape_R23
4707238432,tape_R23
4707238720,tape_R23
4707238624,tape_R23
4707238912,tape_R23
4707238816,tape_R23
4707239104,tape_R23
4707238192,tape_R23
4707240400,tape_R24
4707240544,tape_R24
4707240448,tape_R24
4707240736,tape_R24
4707240640,tape_R24
4707240928,tape_R24
4707240832,tape_R24
4707241120,tape_R24
4707241024,tape_R24
4707241312,tape_R24
4707239392,tape_R24
4707258864,tape_R25
4707259200,tape_R25
4707259104,tape_R25
4707259392,tape_R25
4707259296,tape_R25
4707259584,tape_R25
4707259488,tape_R25
4707259776,tape_R25
4707259680,tape_R25
4707259968,tape_R25
4707259056,tape_R25
4707261264,tape_R26
4707261408,tape_R26
4707261312,tape_R26
4707261600,tape_R26
4707261504,tape_R26
4707261792,tape_R26
4707261696,tape_R26
4707261984,tape_R26
4707261888,tape_R26
4707262176,tape_R26
4707260256,tape_R26
4707279920,tape_R27
4707280064,tape_R27
4707279968,tape_R27
4707280256,tape_R27
4707280160,tape_R27
4707280448,tape_R27
4707280352,tape_R27
4707280640,tape_R27
4707280544,tape_R27
4707280832,tape_R27
4707278912,tape_R27
4707282128,tape_R28
4707282272,tape_R28
4707282176,tape_R28
4707282464,tape_R28
4707282368,tape_R28
4707282656,tape_R28
4707282560,tape_R28
4707282848,tape_R28
4707282752,tape_R28
4707299488,tape_R28
4707299584,tape_R28
4707300784,tape_R29
4707300928,tape_R29
4707300832,tape_R29
4707301120,tape_R29
4707301024,tape_R29
4707301312,tape_R29
4707301216,tape_R29
4707301504,tape_R29
4707301408,tape_R29
4707301696,tape_R29
4707299776,tape_R29
4707301936,tape_B20
4707302128,tape_B20
4707302032,tape_B20
4707302320,tape_B20
4707302224,tape_B20
4707302512,tape_B20
4707302416,tape_B20
4707302704,tape_B20
4707302608,tape_B20
4707302896,tape_B20
4707476912,tape_B20
4707477344,tape_B21
4707477536,tape_B21
4707477440,tape_B21
4707477728,tape_B21
4707477632,tape_B21
4707477920,tape_B21
4707477824,tape_B21
4707478112,tape_B21
4707478016,tape_B21
4707478304,tape_B21
4707477392,tape_B21
4707493008,tape_B22
4707493200,tape_B22
4707493104,tape_B22
4707493392,tape_B22
4707493296,tape_B22
4707493584,tape_B22
4707493488,tape_B22
4707493776,tape_B22
4707493680,tape_B22
4707493968,tape_B22
4707495888,tape_B22
4707508672,tape_B23
4707508864,tape_B23
4707508768,tape_B23
4707509056,tape_B23
4707508960,tape_B23
4707509248,tape_B23
4707509152,tape_B23
4707509440,tape_B23
4707509344,tape_B23
4707509632,tape_B23
4707511552,tape_B23
4707511984,tape_B24
4707512176,tape_B24
4707512080,tape_B24
4707524720,tape_B24
4707512272,tape_B24
4707524912,tape_B24
4707524816,tape_B24
4707525104,tape_B24
4707525008,tape_B24
4707525296,tape_B24
4707527216,tape_B24
4707527648,tape_B25
4707527840,tape_B25
4707527744,tape_B25
4707528032,tape_B25
4707527936,tape_B25
4707528224,tape_B25
4707528128,tape_B25
4707528416,tape_B25
4707528320,tape_B25
4707528608,tape_B25
4707542880,tape_B25
4707543312,tape_B26
4707543504,tape_B26
4707543408,tape_B26
4707543696,tape_B26
4707543600,tape_B26
4707543888,tape_B26
4707543792,tape_B26
4707544080,tape_B26
4707543984,tape_B26
4707544272,tape_B26
4707562640,tape_B26
4707563072,tape_B27
4707563264,tape_B27
4707563168,tape_B27
4707563456,tape_B27
4707563360,tape_B27
4707563648,tape_B27
4707563552,tape_B27
4707563840,tape_B27
4707563744,tape_B27
4707564032,tape_B27
4707563120,tape_B27
4707586928,tape_B28
4707587120,tape_B28
4707587024,tape_B28
4707587312,tape_B28
4707587216,tape_B28
4707587504,tape_B28
4707587408,tape_B28
4707587696,tape_B28
4707587600,tape_B28
4707587888,tape_B28
4707589808,tape_B28
4707602592,tape_B29
4707602784,tape_B29
4707602688,tape_B29
4707602976,tape_B29
4707602880,tape_B29
4707603168,tape_B29
4707603072,tape_B29
4707603360,tape_B29
4707603264,tape_B29
4707603552,tape_B29
4707605472,tape_B29
4707302992,tape_020
4707303136,tape_020
4707303040,tape_020
4707303328,tape_020
4707303232,tape_020
4707475616,tape_020
4707475520,tape_020
4707475808,tape_020
4707475712,tape_020
4707476000,tape_020
4707476096,tape_020
4707478400,tape_021
4707478544,tape_021
4707478448,tape_021
4707478736,tape_021
4707478640,tape_021
4707478928,tape_021
4707478832,tape_021
4707479120,tape_021
4707479024,tape_021
4707479312,tape_021
4707492768,tape_021
4707494064,tape_022
4707494208,tape_022
4707494112,tape_022
4707494400,tape_022
4707494304,tape_022
4707494592,tape_022
4707494496,tape_022
4707494784,tape_022
4707494688,tape_022
4707494976,tape_022
4707508432,tape_022
4707509728,tape_023
4707509872,tape_023
4707509776,tape_023
4707510064,tape_023
4707509968,tape_023
4707510256,tape_023
4707510160,tape_023
4707510448,tape_023
4707510352,tape_023
4707510640,tape_023
4707508720,tape_023
4707525200,tape_024
4707525536,tape_024
4707525440,tape_024
4707525728,tape_024
4707525632,tape_024
4707525920,tape_024
4707525824,tape_024
4707526112,tape_024
4707526016,tape_024
4707526304,tape_024
4707525392,tape_024
4707527696,tape_025
4707541200,tape_025
4707541104,tape_025
4707541392,tape_025
4707541296,tape_025
4707541584,tape_025
4707541488,tape_025
4707541776,tape_025
4707541680,tape_025
4707541968,tape_025
4707541056,tape_025
4707544368,tape_026
4707544512,tape_026
4707544416,tape_026
4707544704,tape_026
4707544608,tape_026
4707544896,tape_026
4707544800,tape_026
4707561536,tape_026
4707544992,tape_026
